DateTime,RecordingTime,Values,
,1.981703,0.687231,
,1.994471,0.07285,
,2.007683,1.096355,
,2.020826,1.796368,
,2.035773,1.111972,
,2.049514,0.887023,
,2.062678,1.816235,
,2.077298,1.726975,
,2.090271,0.702309,
,2.103702,1.402833,
,2.117454,1.842525,
,2.132051,0.773587,
,2.146187,1.431185,
,2.161123,1.569541,
,2.174291,1.846071,
,2.186892,1.356774,
,2.20037,0.740763,
,2.213073,1.023921,
,2.225698,1.938771,
,2.2394,1.366648,
,2.252803,1.499552,
,2.267766,0.408138,
,2.283784,0.895499,
,2.297668,0.901708,
,2.312427,1.270864,
,2.327822,0.766316,
,2.341152,0.436844,
,2.353862,1.430671,
,2.366973,1.649808,
,2.382361,0.876816,
,2.396065,0.955212,
,2.40926,0.842678,
,2.425872,0.932728,
,2.439498,0.913418,
,2.453962,0.893265,
,2.468678,1.326112,
,2.483533,0.003329,
,2.497298,1.579266,
,2.512616,0.873665,
,2.528884,1.996713,
,2.545363,0.185249,
,2.561942,0.586206,
,2.577411,0.898298,
,2.593183,0.611184,
,2.606605,0.841615,
,2.620647,1.992627,
,2.635312,0.893975,
,2.652108,0.746233,
,2.667043,0.826535,
,2.680621,0.398573,
,2.694496,1.289213,
,2.708425,1.980283,
,2.722153,0.899927,
,2.736152,0.450895,
,2.750548,0.597787,
,2.764332,0.899806,
,2.78015,-0.08253,
,2.793379,1.984012,
,2.808298,1.098203,
,2.822942,0.202677,
,2.836842,1.331941,
,2.85145,1.159171,
,2.867358,1.701559,
,2.880055,0.62192,
,2.893338,1.296234,
,2.909067,1.820652,
,2.922553,1.984945,
,2.935359,0.479427,
,2.950389,1.785311,
,2.964732,0.578557,
,2.982415,-0.129592,
,2.9967,0.753402,
,3.011274,0.695303,
,3.02452,1.628946,
,3.038069,1.750543,
,3.052583,0.899625,
,3.066518,1.689113,
,3.081043,0.899935,
,3.096383,1.142691,
,3.110565,0.107243,
,3.126302,1.979418,
,3.13978,1.141777,
,3.152548,1.078647,
,3.165966,0.379631,
,3.180887,0.900097,
,3.195817,1.17324,
,3.208879,0.86544,
,3.221709,0.915615,
,3.23457,0.90596,
,3.248257,0.095688,
,3.261412,0.42178,
,3.276473,0.803643,
,3.288798,0.322984,
,3.301194,0.040281,
,3.318721,0.966012,
,3.334615,0.739791,
,3.348537,0.113387,
,3.363824,0.819249,
,3.3785,1.356212,
,3.393893,0.482204,
,3.409482,0.976144,
,3.422544,0.705258,
,3.435856,0.807167,
,3.452346,0.899926,
,3.465721,-0.126088,
,3.480458,1.134591,
,3.49494,0.742826,
,3.508118,1.365337,
,3.524253,1.901338,
,3.537495,1.741182,
,3.551614,0.603113,
,3.566517,0.418232,
,3.58097,0.341649,
,3.593757,0.288943,
,3.606158,0.898818,
,3.619761,0.275205,
,3.634115,1.003664,
,3.649113,0.441233,
,3.663133,0.104391,
,3.678349,1.095137,
,3.690827,0.887147,
,3.703657,0.879548,
,3.718448,0.896658,
,3.731269,1.534956,
,3.744183,0.921015,
,3.75741,0.01842,
,3.769762,0.901729,
,3.785219,1.803656,
,3.798947,0.902166,
,3.812982,0.654716,
,3.82793,0.993948,
,3.842819,0.887643,
,3.855854,1.432772,
,3.868826,1.390696,
,3.881965,1.615455,
,3.895002,0.721163,
,3.907729,0.717709,
,3.920325,0.582465,
,3.934929,0.885018,
,3.947825,1.910069,
,3.961169,1.577474,
,3.973747,0.899611,
,3.986465,-0.109618,
,3.999459,1.975232,
,4.015436,0.855521,
,4.029945,0.93899,
,4.045119,1.234604,
,4.060152,1.023967,
,4.072667,1.773544,
,4.08552,0.879152,
,4.098567,1.191022,
,4.114997,1.372923,
,4.127792,0.39812,
,4.141278,0.647435,
,4.154261,0.728345,
,4.16737,0.838576,
,4.181598,1.004325,
,4.198582,0.652874,
,4.212199,1.664122,
,4.227992,1.111265,
,4.243488,0.678823,
,4.256341,1.580058,
,4.269018,0.768298,
,4.282262,1.537662,
,4.295237,0.825647,
,4.308479,1.717397,
,4.325057,0.304011,
,4.339744,1.216382,
,4.353765,0.460283,
,4.368392,1.857688,
,4.382114,0.918202,
,4.395339,0.963746,
,4.409215,0.900888,
,4.42191,1.358767,
,4.434262,0.462064,
,4.450146,1.113833,
,4.463309,-0.110519,
,4.476017,0.790654,
,4.490005,0.480672,
,4.50258,0.759154,
,4.517412,0.893607,
,4.530264,1.613994,
,4.543029,0.530694,
,4.555754,1.035634,
,4.569455,0.50086,
,4.582,1.851433,
,4.597445,0.783097,
,4.612353,0.572101,
,4.627187,0.891017,
,4.643026,0.900137,
,4.655781,1.919936,
,4.669727,1.537049,
,4.68264,1.015289,
,4.697577,1.054018,
,4.712359,1.599035,
,4.725198,0.945977,
,4.738496,0.862475,
,4.751805,0.900956,
,4.765558,1.241004,
,4.781033,0.883137,
,4.795835,0.872467,
,4.810434,1.381679,
,4.823186,0.810472,
,4.839059,1.707013,
,4.854102,0.215394,
,4.867165,1.506562,
,4.88143,0.756329,
,4.89642,0.900036,
,4.909375,0.823927,
,4.92316,0.248926,
,4.935408,0.444696,
,4.948968,1.504221,
,4.964363,0.914708,
,4.977285,0.46608,
,4.990001,0.300002,
,5.003367,0.844457,
,5.016316,0.895673,
,5.031259,0.90738,
,5.045844,1.074317,
,5.058963,0.871265,
,5.072281,1.909361,
,5.085331,0.737451,
,5.100289,0.898556,
,5.115355,0.650961,
,5.129758,0.058348,
,5.142594,0.900342,
,5.158317,1.054747,
,5.171597,0.913515,
,5.186489,1.008185,
,5.199907,0.56034,
,5.21444,0.849684,
,5.228438,-0.105057,
,5.243965,1.213507,
,5.256627,1.368749,
,5.26951,0.784711,
,5.284143,0.016676,
,5.298069,0.900128,
,5.31325,0.927015,
,5.328218,1.140049,
,5.342959,1.975564,
,5.356072,0.89966,
,5.370941,1.032377,
,5.385759,1.223588,
,5.400008,0.25778,
,5.414726,0.778366,
,5.429327,0.997653,
,5.445439,1.700642,
,5.460425,0.434532,
,5.475833,0.905533,
,5.490833,0.751262,
,5.503623,1.178317,
,5.517359,0.595637,
,5.531881,1.353492,
,5.546488,1.622947,
,5.560992,-0.021267,
,5.573431,1.070464,
,5.58591,1.660489,
,5.599929,1.193063,
,5.614302,1.149806,
,5.628337,0.936625,
,5.64327,0.899935,
,5.657329,1.735964,
,5.669931,1.004263,
,5.682514,0.401606,
,5.697202,0.672852,
,5.712285,1.521006,
,5.72495,0.872626,
,5.737342,1.231133,
,5.750597,1.653527,
,5.764471,0.465109,
,5.777692,0.70373,
,5.791396,0.542005,
,5.806438,0.301637,
,5.820244,0.168099,
,5.833648,0.992618,
,5.847289,1.749953,
,5.860322,1.128186,
,5.875702,1.648921,
,5.888913,0.899866,
,5.90204,0.706443,
,5.917182,1.512409,
,5.931267,0.087111,
,5.944656,0.993262,
,5.95924,1.166919,
,5.972277,0.152075,
,5.985474,0.70154,
,5.998615,0.173893,
,6.014003,1.104002,
,6.026559,0.688852,
,6.0408,0.895064,
,6.05412,0.053938,
,6.066903,1.07413,
,6.081089,0.894045,
,6.094662,0.961996,
,6.109382,0.934334,
,6.124258,0.789763,
,6.136994,0.808101,
,6.152962,0.813943,
,6.167136,1.420231,
,6.181449,-0.026435,
,6.194064,0.932221,
,6.207034,0.575027,
,6.221945,0.376208,
,6.234781,-0.024526,
,6.249191,1.824895,
,6.263572,0.473177,
,6.278439,1.815194,
,6.291094,1.008775,
,6.30379,0.578049,
,6.320165,1.469069,
,6.333579,1.604344,
,6.34725,0.155504,
,6.361183,1.450581,
,6.374072,0.918575,
,6.386826,1.816909,
,6.40058,1.089439,
,6.413444,0.380831,
,6.426576,1.71624,
,6.442104,1.11404,
,6.457113,0.899992,
,6.47109,0.688146,
,6.484525,1.048491,
,6.499768,0.101876,
,6.513665,0.838988,
,6.525906,0.164041,
,6.541443,0.712839,
,6.555729,1.376495,
,6.570404,0.699195,
,6.583775,1.804751,
,6.598145,0.896036,
,6.612648,1.008417,
,6.624853,1.304986,
,6.639312,0.653987,
,6.651995,0.220786,
,6.666518,0.959691,
,6.680678,0.370773,
,6.69365,0.567281,
,6.708997,0.336327,
,6.723031,-0.058816,
,6.736398,0.197857,
,6.749262,0.923399,
,6.762009,1.978553,
,6.776323,1.004656,
,6.790922,0.433658,
,6.80368,0.906035,
,6.816446,0.830758,
,6.829942,0.899612,
,6.84299,0.923644,
,6.856545,-0.012929,
,6.870777,0.97174,
,6.885136,0.899785,
,6.900574,0.899263,
,6.914181,0.893354,
,6.928498,0.484394,
,6.943882,0.934192,
,6.956418,0.400385,
,6.969074,0.897523,
,6.98182,0.425579,
,6.997277,0.891054,
,7.010691,0.902345,
,7.023128,0.395713,
,7.035979,1.08916,
,7.049519,-0.065597,
,7.06403,1.469262,
,7.077766,0.41418,
,7.090627,1.502729,
,7.103042,0.609358,
,7.117267,0.895046,
,7.130543,0.881189,
,7.143481,0.577177,
,7.156209,0.741146,
,7.169147,0.553893,
,7.184644,1.017385,
,7.198968,0.87602,
,7.214101,0.883154,
,7.22789,0.857839,
,7.241159,1.137983,
,7.25373,1.594866,
,7.26619,0.266319,
,7.280714,0.901853,
,7.294646,1.40597,
,7.308381,0.835849,
,7.321793,0.965487,
,7.335113,-0.023419,
,7.348388,0.910775,
,7.361913,0.618296,
,7.37559,0.917458,
,7.388076,0.859608,
,7.401457,0.894809,
,7.41454,0.314002,
,7.427274,1.006194,
,7.441586,1.461416,
,7.455011,1.141714,
,7.467826,0.930263,
,7.48162,1.907433,
,7.495244,0.088265,
,7.508758,0.934751,
,7.522417,0.993576,
,7.535899,0.629197,
,7.549659,1.444045,
,7.563671,1.369758,
,7.577198,0.902522,
,7.590036,0.236261,
,7.603899,1.019035,
,7.617446,0.449392,
,7.630458,0.944641,
,7.644992,0.777337,
,7.658524,0.967518,
,7.672994,1.999463,
,7.686604,0.135094,
,7.700553,0.223843,
,7.71386,1.896539,
,7.727438,0.405755,
,7.740037,1.902171,
,7.75282,0.769827,
,7.766438,0.517507,
,7.779373,0.286689,
,7.791878,0.837268,
,7.804788,1.149422,
,7.817793,0.252639,
,7.830643,0.378753,
,7.844279,1.774742,
,7.858032,1.375656,
,7.871644,1.14595,
,7.885875,1.366298,
,7.900454,0.455174,
,7.914001,0.817106,
,7.926529,0.918366,
,7.939408,1.880563,
,7.952494,1.648478,
,7.966136,1.353707,
,7.979734,1.548958,
,7.993287,0.487689,
,8.0069,1.410991,
,8.019549,0.875512,
,8.032415,1.020942,
,8.046285,0.877628,
,8.059734,1.381058,
,8.07343,1.205424,
,8.08697,0.910563,
,8.100451,0.997054,
,8.114365,1.872782,
,8.128106,0.965602,
,8.141694,0.959379,
,8.154817,0.894786,
,8.167829,0.90093,
,8.181819,0.900793,
,8.194793,0.664881,
,8.207139,0.256188,
,8.220534,1.186344,
,8.233699,1.177473,
,8.248108,0.050106,
,8.262037,0.850085,
,8.274665,1.795096,
,8.288013,-0.132192,
,8.301535,0.081445,
,8.315683,0.909549,
,8.32948,1.360459,
,8.344221,0.807518,
,8.359012,0.880399,
,8.372988,0.72808,
,8.385895,0.844502,
,8.398667,1.821328,
,8.41292,-0.046382,
,8.426612,0.899998,
,8.440731,1.067307,
,8.454383,0.899428,
,8.468196,0.802787,
,8.481589,0.731776,
,8.494264,1.21721,
,8.508261,1.587575,
,8.522254,0.58214,
,8.536373,0.650546,
,8.549619,0.93831,
,8.563625,1.586514,
,8.576933,1.496236,
,8.591271,0.560452,
,8.604074,0.503807,
,8.617238,0.618839,
,8.630342,1.122866,
,8.64502,0.725682,
,8.658423,0.60541,
,8.672818,-0.155739,
,8.68664,1.181262,
,8.701082,0.677828,
,8.71534,0.900465,
,8.729695,1.272464,
,8.744231,-0.040661,
,8.758211,0.870357,
,8.772632,0.600911,
,8.787206,1.798369,
,8.801838,-0.14655,
,8.816743,0.664198,
,8.831909,1.743414,
,8.847289,1.565513,
,8.861753,0.767017,
,8.875719,1.008754,
,8.89149,1.323484,
,8.906877,1.096696,
,8.921494,1.1273,
,8.937003,0.6851,
,8.951726,0.77411,
,8.966536,1.459021,
,8.981233,1.708681,
,8.995149,0.926889,
,9.009285,0.923077,
,9.023405,1.259567,
,9.037365,0.165797,
,9.051281,1.007156,
,9.065103,0.799465,
,9.078743,1.16725,
,9.091581,1.933168,
,9.104685,1.067359,
,9.118539,1.90949,
,9.132719,0.862871,
,9.145645,0.882618,
,9.159646,1.445321,
,9.173391,0.900055,
,9.187445,0.776461,
,9.201615,0.855952,
,9.215193,0.308599,
,9.228684,0.892696,
,9.242666,1.192959,
,9.256244,0.973413,
,9.269703,1.268489,
,9.283429,1.383102,
,9.297275,0.859001,
,9.310675,0.369329,
,9.323563,0.571918,
,9.337258,0.787176,
,9.351053,0.058114,
,9.36399,0.949217,
,9.377379,0.559482,
,9.391783,0.508146,
,9.405883,1.479743,
,9.419693,0.266471,
,9.434307,1.583547,
,9.448928,0.3577,
,9.462907,0.843579,
,9.476397,0.270744,
,9.489288,0.122219,
,9.50321,0.475307,
,9.516929,1.079813,
,9.530016,1.19282,
,9.543493,0.831615,
,9.556229,1.455866,
,9.569216,1.011238,
,9.582198,0.957353,
,9.595788,0.351886,
,9.608953,1.975298,
,9.621942,0.959052,
,9.636186,0.862214,
,9.650785,0.904407,
,9.664176,0.868271,
,9.678802,-0.054933,
,9.692595,1.33333,
,9.70695,1.922654,
,9.720194,1.017143,
,9.733356,0.409394,
,9.747519,0.848033,
,9.761833,0.909852,
,9.776053,0.867306,
,9.790361,1.469842,
,9.803453,0.920306,
,9.817122,0.895589,
,9.831121,-0.144979,
,9.845635,1.280911,
,9.85965,1.615238,
,9.873677,1.801345,
,9.887766,0.908368,
,9.90176,1.626598,
,9.915571,0.964086,
,9.930394,0.851209,
,9.944485,0.886223,
,9.95788,1.085283,
,9.971457,0.900273,
,9.984884,0.050047,
,9.998151,0.386305,
,10.012518,1.882085,
,10.025956,1.721338,
,10.039903,0.627094,
,10.05324,0.049634,
,10.067025,0.84847,
,10.080679,0.00242,
,10.094245,0.767204,
,10.107127,0.971689,
,10.121238,0.531472,
,10.134174,0.645952,
,10.147378,0.900839,
,10.160352,0.618771,
,10.173667,0.047448,
,10.187655,0.441277,
,10.201444,0.339111,
,10.214461,1.515218,
,10.228225,0.901037,
,10.241451,0.831732,
,10.255145,0.901412,
,10.268862,1.106322,
,10.282598,0.94056,
,10.296501,1.385017,
,10.309308,1.269695,
,10.323629,0.045615,
,10.337417,1.289932,
,10.351051,0.919916,
,10.365878,0.899602,
,10.381396,0.685723,
,10.395373,-0.161337,
,10.409811,0.28423,
,10.423309,0.072035,
,10.436773,0.816052,
,10.451264,0.404809,
,10.46505,0.898772,
,10.47912,0.089418,
,10.49332,0.242349,
,10.507081,0.832399,
,10.521205,0.936613,
,10.534401,1.888567,
,10.548507,1.268489,
,10.56312,0.039984,
,10.577473,0.011192,
,10.59201,-0.082022,
,10.606535,0.973882,
,10.62059,0.8157,
,10.63544,0.067018,
,10.65006,0.258549,
,10.663591,0.523187,
,10.677588,0.848992,
,10.69191,0.075643,
,10.705871,0.798366,
,10.719375,0.684328,
,10.733181,0.242712,
,10.746361,1.131624,
,10.760159,-0.101979,
,10.773355,1.04859,
,10.786818,0.883303,
,10.80082,0.745051,
,10.8144,1.47226,
,10.828706,0.352597,
,10.842584,-0.159096,
,10.855979,0.662017,
,10.870141,-0.161931,
,10.884236,0.72595,
,10.897435,1.39393,
,10.910158,0.999543,
,10.923027,0.073316,
,10.936044,0.731539,
,10.950068,1.626052,
,10.963173,1.075791,
,10.976605,0.827089,
,10.991234,0.400928,
,11.005259,0.439932,
,11.018826,0.905692,
,11.032793,0.705202,
,11.047119,-0.056936,
,11.060919,-0.132062,
,11.073741,0.023461,
,11.087819,0.825123,
,11.101566,0.118432,
,11.114878,0.364889,
,11.128693,1.604075,
,11.142529,0.856967,
,11.156549,1.944717,
,11.169735,0.905036,
,11.183418,1.635794,
,11.196617,1.396498,
,11.210767,0.780832,
,11.224534,0.682062,
,11.238044,0.721272,
,11.253407,0.981572,
,11.266711,0.625218,
,11.280751,0.250165,
,11.294747,1.092741,
,11.309063,0.634237,
,11.323601,1.128798,
,11.338171,1.317506,
,11.352281,1.487371,
,11.366918,0.911809,
,11.381243,1.90185,
,11.395609,1.783806,
,11.410853,0.694579,
,11.424675,0.931229,
,11.438936,1.260951,
,11.453691,0.869981,
,11.468223,1.422634,
,11.482673,1.380214,
,11.496217,0.747886,
,11.509543,1.253566,
,11.523829,0.849122,
,11.538671,0.324199,
,11.553066,0.864782,
,11.567573,0.723269,
,11.582048,1.04785,
,11.595257,0.570339,
,11.609947,1.173877,
,11.623588,1.007344,
,11.63714,0.071394,
,11.650764,1.741475,
,11.665336,0.902679,
,11.679016,0.886715,
,11.695695,0.927226,
,11.710545,0.917824,
,11.723745,-0.031433,
,11.73712,0.946555,
,11.751431,1.04292,
,11.764606,0.928909,
,11.778269,0.757926,
,11.791453,1.412869,
,11.804938,1.766677,
,11.818568,1.362851,
,11.832374,0.936797,
,11.847327,1.969398,
,11.861454,0.425756,
,11.875898,0.90596,
,11.890706,1.621315,
,11.905399,0.837444,
,11.920152,-0.072656,
,11.934104,1.050248,
,11.94927,-0.035948,
,11.963718,0.93692,
,11.978439,1.675073,
,11.992445,0.86859,
,12.006132,0.278591,
,12.020831,0.28232,
,12.035236,0.741248,
,12.050075,1.413053,
,12.065387,1.971253,
,12.080798,0.834775,
,12.095966,0.961265,
,12.112002,0.946348,
,12.125562,0.793367,
,12.139065,0.869558,
,12.152558,0.89339,
,12.168074,0.835947,
,12.186491,1.247804,
,12.203522,0.429583,
,12.220675,1.224025,
,12.237455,0.975439,
,12.253904,0.60718,
,12.269468,0.574406,
,12.283615,1.668661,
,12.299763,0.892581,
,12.31352,0.997513,
,12.327609,0.905031,
,12.342492,1.8929,
,12.358986,0.076049,
,12.372202,0.708157,
,12.38784,0.869926,
,12.40212,1.191194,
,12.417304,0.277076,
,12.431976,0.696604,
,12.446623,0.697815,
,12.45996,0.821237,
,12.475009,0.91453,
,12.493945,0.952787,
,12.51504,0.410917,
,12.534096,0.9262,
,12.553348,0.692455,
,12.569935,0.767903,
,12.586688,0.899032,
,12.60256,1.850934,
,12.617751,0.885746,
,12.633225,0.75141,
,12.648118,0.433221,
,12.662729,0.061165,
,12.680858,1.628892,
,12.697674,0.969225,
,12.713318,0.930375,
,12.730332,1.224207,
,12.746715,1.515318,
,12.760912,0.899356,
,12.77487,0.820625,
,12.78813,0.85694,
,12.801773,0.78827,
,12.81562,1.890286,
,12.830149,0.900027,
,12.845018,1.188953,
,12.858173,1.822988,
,12.872444,1.088493,
,12.885356,1.646928,
,12.898569,0.901233,
,12.911559,0.899066,
,12.924558,-0.106277,
,12.937677,1.523278,
,12.951188,1.537867,
,12.964398,1.159269,
,12.977374,1.080655,
,12.991044,1.434643,
,13.007007,0.089072,
,13.025087,0.171764,
,13.039788,0.925093,
,13.053362,1.728955,
,13.067455,0.646468,
,13.081778,0.310812,
,13.095971,0.578557,
,13.111082,1.021254,
,13.12445,1.488844,
,13.138198,0.262593,
,13.151559,1.072797,
,13.165288,0.381338,
,13.180688,0.279196,
,13.194823,1.922071,
,13.208444,1.380791,
,13.222558,1.717455,
,13.236055,-0.023419,
,13.25038,1.615671,
,13.264067,0.9308,
,13.278076,0.902327,
,13.291955,0.86615,
,13.306321,0.875722,
,13.321447,0.588818,
,13.335876,1.494556,
,13.349746,1.18167,
,13.36369,0.761236,
,13.377086,0.933826,
,13.392509,-0.012195,
,13.408617,0.629696,
,13.425717,1.216022,
,13.440991,0.660327,
,13.4548,1.026231,
,13.468776,0.902719,
,13.483139,-0.007189,
,13.497728,-0.184812,
,13.511661,-0.19343,
,13.525641,0.954597,
,13.539916,0.989049,
,13.554011,1.900121,
,13.567877,1.329168,
,13.582689,0.865844,
,13.597315,0.380462,
,13.611387,0.392207,
,13.625269,1.074692,
,13.642521,0.825717,
,13.656178,0.891916,
,13.671252,0.814618,
,13.686845,1.492633,
,13.701517,0.847095,
,13.71624,0.974405,
,13.730956,1.080247,
,13.744704,0.948763,
,13.761051,1.20638,
,13.775332,0.214547,
,13.789161,0.925541,
,13.802481,1.326405,
,13.818148,0.118149,
,13.832779,0.929908,
,13.847485,0.906322,
,13.862464,0.926564,
,13.876304,1.282691,
,13.892251,0.89911,
,13.90801,1.022775,
,13.922706,1.417142,
,13.936709,0.411454,
,13.95041,0.58441,
,13.963973,-0.114707,
,13.977639,0.947304,
,13.99297,0.815569,
,14.006687,1.68372,
,14.021017,0.972479,
,14.034667,1.061133,
,14.055222,1.768645,
,14.078539,1.481206,
,14.09901,0.792257,
,14.113606,0.847858,
,14.127435,1.007743,
,14.141804,0.793848,
,14.155828,1.367742,
,14.169542,0.080807,
,14.184989,1.818504,
,14.200254,1.869943,
,14.214625,1.997987,
,14.231124,1.220246,
,14.245075,-0.069312,
,14.260318,0.928421,
,14.273653,0.934026,
,14.287334,0.517309,
,14.302597,1.948385,
,14.318393,0.118036,
,14.332206,0.883983,
,14.34656,1.369144,
,14.361737,1.218329,
,14.377805,1.085035,
,14.391284,0.898831,
,14.405228,1.92719,
,14.418931,1.544325,
,14.434632,0.946638,
,14.449294,1.352113,
,14.464156,1.587044,
,14.47858,0.824526,
,14.493742,-0.162525,
,14.507482,0.503242,
,14.521175,1.91361,
,14.534892,0.897197,
,14.54933,1.191574,
,14.563362,0.900108,
,14.576416,1.245354,
,14.590091,1.371383,
,14.603844,0.775853,
,14.618091,0.896436,
,14.632507,1.482133,
,14.646668,1.00317,
,14.660908,1.300152,
,14.67618,1.583176,
,14.692339,0.537471,
,14.706032,0.815383,
,14.719336,0.892071,
,14.73654,0.899992,
,14.750641,0.836464,
,14.764193,1.025073,
,14.778428,0.982931,
,14.794222,0.818099,
,14.808179,0.894674,
,14.823915,0.777158,
,14.837439,0.4657,
,14.851538,0.891549,
,14.86732,-0.009568,
,14.880744,0.002965,
,14.894747,1.848875,
,14.908188,0.883394,
,14.922073,0.58315,
,14.935636,0.996815,
,14.949355,0.242712,
,14.963273,0.455772,
,14.977725,0.94834,
,14.991318,1.029758,
,15.004733,0.861965,
,15.018295,1.963118,
,15.034113,1.028883,
,15.049235,1.20787,
,15.062499,1.04164,
,15.077353,0.820661,
,15.090718,1.003026,
,15.104467,0.945484,
,15.117825,1.18854,
,15.131293,0.913226,
,15.146839,0.76126,
,15.160567,-0.016848,
,15.177331,1.759897,
,15.19046,0.587173,
,15.203378,0.394849,
,15.216917,1.709084,
,15.233336,1.683663,
,15.246353,-0.189618,
,15.259078,1.258685,
,15.272104,0.654145,
,15.285509,0.918671,
,15.299653,1.202847,
,15.312729,0.29259,
,15.326847,0.879593,
,15.341702,0.950345,
,15.35683,1.986279,
,15.370953,0.301439,
,15.385757,0.9,
,15.398644,0.218939,
,15.41195,1.188128,
,15.426178,0.640796,
,15.442242,1.891115,
,15.455461,0.745328,
,15.470169,-0.083164,
,15.483254,1.955805,
,15.496781,0.390929,
,15.511638,0.90646,
,15.524311,0.552121,
,15.537867,0.893453,
,15.550807,1.814459,
,15.565376,0.700455,
,15.580767,0.192914,
,15.594369,1.09752,
,15.607019,0.338392,
,15.620429,1.059441,
,15.634707,0.931037,
,15.648123,0.619145,
,15.661248,1.933103,
,15.674106,1.109357,
,15.687146,0.830859,
,15.70171,1.645822,
,15.714529,-0.088058,
,15.729298,1.719772,
,15.741896,1.73088,
,15.755203,0.857655,
,15.768279,0.900508,
,15.781356,0.894424,
,15.79668,1.028286,
,15.810332,0.937314,
,15.823158,1.166424,
,15.836258,0.910282,
,15.851184,1.751842,
,15.866554,0.448274,
,15.879587,0.568056,
,15.892552,0.848383,
,15.907656,0.913241,
,15.920465,1.066052,
,15.933517,1.036697,
,15.948042,1.418616,
,15.961019,1.460314,
,15.973848,0.900413,
,15.987132,0.837652,
,16.001255,1.301489,
,16.014938,0.944967,
,16.027893,0.158704,
,16.041046,0.897108,
,16.05477,1.784889,
,16.067316,0.183245,
,16.080372,0.148028,
,16.094261,1.300355,
,16.107056,0.690848,
,16.120039,0.622628,
,16.133135,1.984079,
,16.146095,0.970579,
,16.159067,0.817106,
,16.174763,0.876474,
,16.18746,0.628096,
,16.200722,0.483238,
,16.215429,0.899883,
,16.230127,1.525605,
,16.244019,0.930767,
,16.257322,0.731697,
,16.271549,0.983041,
,16.285624,1.772049,
,16.299562,0.900942,
,16.313786,0.783447,
,16.327335,0.76853,
,16.341143,0.860719,
,16.355255,-0.166884,
,16.368889,0.807537,
,16.383078,0.036478,
,16.397211,1.99564,
,16.411495,0.489004,
,16.428001,0.636969,
,16.444826,0.184329,
,16.460915,0.924388,
,16.474146,0.908451,
,16.487755,1.590604,
,16.500471,0.971483,
,16.513832,1.697323,
,16.528704,0.833625,
,16.543743,0.94047,
,16.556372,0.316792,
,16.570076,0.341649,
,16.58378,1.510507,
,16.597492,0.738147,
,16.611214,1.006633,
,16.624735,0.045201,
,16.638948,1.054294,
,16.652929,0.651887,
,16.666681,0.901853,
,16.68062,1.012244,
,16.695368,1.151248,
,16.710087,0.166565,
,16.726837,1.070173,
,16.739965,0.941129,
,16.752911,1.179838,
,16.766094,-0.112386,
,16.779093,1.78507,
,16.792051,1.072558,
,16.804886,1.415486,
,16.819363,0.303122,
